id,time_baca,time_blatchington,time_cardinal_n,time_ds,time_hove_park,time_kings,time_longhill,time_paca,time_patcham,time_varndean,first_closest_travel,second_closest_travel,third_closest_travel,first_closest_time,second_closest_time,third_closest_time,max_travel,min_travel,avg_travel,geometry,long,lat
BN1 5HF,68,57,39,43,54,54,82,86,38,45,patcham,cardinal_n,ds,38,39,43,86,38,56.6,"c(-0.164921, 50.859469)",-0.164921,50.859469
BN1 5HG,69,56,39,50,54,52,84,86,36,52,patcham,cardinal_n,ds,36,39,50,86,36,57.8,"c(-0.163243, 50.862051)",-0.163243,50.862051
BN1 5HH,69,61,48,47,62,58,82,91,29,51,patcham,ds,cardinal_n,29,47,48,91,29,59.8,"c(-0.158092, 50.862941)",-0.158092,50.862941
BN1 5HJ,70,60,48,48,59,57,82,91,30,52,patcham,cardinal_n,ds,30,48,48,91,30,59.7,"c(-0.159253, 50.86269)",-0.159253,50.86269
BN1 5HL,70,69,49,48,64,60,82,94,30,52,patcham,ds,cardinal_n,30,48,49,94,30,61.8,"c(-0.158465, 50.862128)",-0.158465,50.862128
BN1 5HN,70,69,49,48,64,60,82,94,30,51,patcham,ds,cardinal_n,30,48,49,94,30,61.7,"c(-0.158427, 50.862371)",-0.158427,50.862371
BN1 5HP,70,69,49,48,64,60,82,94,30,51,patcham,ds,cardinal_n,30,48,49,94,30,61.7,"c(-0.158427, 50.862371)",-0.158427,50.862371
BN1 5HQ,61,47,24,41,43,49,80,77,37,46,cardinal_n,patcham,ds,24,37,41,80,24,50.5,"c(-0.156727, 50.846749)",-0.156727,50.846749
BN1 5HR,70,69,49,48,64,60,82,94,30,51,patcham,ds,cardinal_n,30,48,49,94,30,61.7,"c(-0.158427, 50.862371)",-0.158427,50.862371
BN1 5HS,37,49,28,37,38,55,59,47,40,32,cardinal_n,varndean,baca,28,32,37,59,28,42.2,"c(-0.140818, 50.826334)",-0.140818,50.826334
BN1 5HT,70,69,49,48,64,60,82,94,30,51,patcham,ds,cardinal_n,30,48,49,94,30,61.7,"c(-0.158427, 50.862371)",-0.158427,50.862371
BN1 5HU,68,56,36,43,51,51,82,83,39,45,cardinal_n,patcham,ds,36,39,43,83,36,55.4,"c(-0.166517, 50.858991)",-0.166517,50.858991
BN1 5HW,68,56,36,43,51,51,82,83,39,45,cardinal_n,patcham,ds,36,39,43,83,36,55.4,"c(-0.166517, 50.858991)",-0.166517,50.858991
BN1 5HX,70,69,49,48,64,60,82,94,30,51,patcham,ds,cardinal_n,30,48,49,94,30,61.7,"c(-0.158427, 50.862371)",-0.158427,50.862371
BN1 5HY,70,69,49,48,64,60,82,94,30,51,patcham,ds,cardinal_n,30,48,49,94,30,61.7,"c(-0.158427, 50.862371)",-0.158427,50.862371
BN1 5HZ,68,56,36,43,51,51,82,83,39,45,cardinal_n,patcham,ds,36,39,43,83,36,55.4,"c(-0.166517, 50.858991)",-0.166517,50.858991
BN1 5JA,63,60,36,40,52,55,81,82,34,43,patcham,cardinal_n,ds,34,36,40,82,34,54.6,"c(-0.159591, 50.856274)",-0.159591,50.856274
BN1 5JB,60,58,34,31,48,53,80,79,34,38,ds,cardinal_n,patcham,31,34,34,80,31,51.5,"c(-0.157642, 50.850919)",-0.157642,50.850919
BN1 5JD,60,59,34,35,52,55,80,79,34,38,cardinal_n,patcham,ds,34,34,35,80,34,52.6,"c(-0.159572, 50.853863)",-0.159572,50.853863
BN1 5JE,65,51,36,43,46,47,80,83,36,47,cardinal_n,patcham,ds,36,36,43,83,36,53.4,"c(-0.165129, 50.854895)",-0.165129,50.854895
BN1 5JF,63,58,36,41,52,55,81,82,34,44,patcham,cardinal_n,ds,34,36,41,82,34,54.6,"c(-0.162325, 50.852863)",-0.162325,50.852863
BN1 5JG,63,50,36,42,45,50,81,82,35,45,patcham,cardinal_n,ds,35,36,42,82,35,52.9,"c(-0.164012, 50.854041)",-0.164012,50.854041
BN1 5JH,62,60,36,38,52,55,81,81,34,42,patcham,cardinal_n,ds,34,36,38,81,34,54.1,"c(-0.159462, 50.855232)",-0.159462,50.855232
BN1 5JJ,61,66,35,37,52,55,80,80,32,41,patcham,cardinal_n,ds,32,35,37,80,32,53.9,"c(-0.158778, 50.855991)",-0.158778,50.855991
BN1 5JL,70,48,36,46,43,47,80,81,47,53,cardinal_n,hove_park,ds,36,43,46,81,36,55.1,"c(-0.165271, 50.853467)",-0.165271,50.853467
BN1 5JN,70,48,36,46,43,47,80,81,47,53,cardinal_n,hove_park,ds,36,43,46,81,36,55.1,"c(-0.165411, 50.853883)",-0.165411,50.853883
BN1 5JP,63,58,36,40,52,55,82,82,34,44,patcham,cardinal_n,ds,34,36,40,82,34,54.6,"c(-0.16065, 50.855727)",-0.16065,50.855727
BN1 5JQ,69,47,36,45,42,48,80,80,46,51,cardinal_n,hove_park,ds,36,42,45,80,36,54.4,"c(-0.164461, 50.853472)",-0.164461,50.853472
BN1 5JR,71,44,34,51,39,40,80,77,47,54,cardinal_n,hove_park,kings,34,39,40,80,34,53.7,"c(-0.17007, 50.855359)",-0.17007,50.855359
BN1 5JS,53,66,34,29,52,55,78,77,22,32,patcham,ds,varndean,22,29,32,78,22,49.8,"c(-0.155994, 50.853078)",-0.155994,50.853077999999996
BN1 5JT,71,44,34,51,39,40,80,77,47,54,cardinal_n,hove_park,kings,34,39,40,80,34,53.7,"c(-0.17007, 50.855359)",-0.17007,50.855359
BN1 5JU,61,47,24,41,43,49,80,77,37,46,cardinal_n,patcham,ds,24,37,41,80,24,50.5,"c(-0.156727, 50.846749)",-0.156727,50.846749
BN1 5JX,73,39,36,54,41,34,84,80,49,56,kings,cardinal_n,blatchington,34,36,39,84,34,54.6,"c(-0.172929, 50.857463)",-0.172929,50.857463
BN1 5JY,61,47,24,41,43,49,80,77,37,46,cardinal_n,patcham,ds,24,37,41,80,24,50.5,"c(-0.156727, 50.846749)",-0.156727,50.846749
BN1 5JZ,37,49,28,37,38,55,59,47,40,32,cardinal_n,varndean,baca,28,32,37,59,28,42.2,"c(-0.140818, 50.826334)",-0.140818,50.826334
BN1 5LA,61,44,20,47,35,46,65,63,48,54,cardinal_n,hove_park,blatchington,20,35,44,65,20,48.3,"c(-0.160234, 50.846778)",-0.160234,50.846778
BN1 5LB,64,46,21,48,38,48,79,69,49,55,cardinal_n,hove_park,blatchington,21,38,46,79,21,51.7,"c(-0.162357, 50.849527)",-0.162357,50.849527
BN1 5LD,64,44,33,43,36,48,80,74,39,49,cardinal_n,hove_park,patcham,33,36,39,80,33,51,"c(-0.163309, 50.851314)",-0.163309,50.851314
BN1 5LE,69,44,32,49,34,47,80,73,49,54,cardinal_n,hove_park,blatchington,32,34,44,80,32,53.1,"c(-0.166111, 50.852698)",-0.166111,50.852698
BN1 5LF,69,43,36,50,38,39,80,79,45,52,cardinal_n,hove_park,kings,36,38,39,80,36,53.1,"c(-0.170397, 50.856066)",-0.170397,50.856066
BN1 5LG,65,46,35,41,40,41,80,79,37,43,cardinal_n,patcham,hove_park,35,37,40,80,35,50.7,"c(-0.169985, 50.857174)",-0.169985,50.857174
BN1 5LH,68,47,36,43,42,43,80,81,39,45,cardinal_n,patcham,hove_park,36,39,42,81,36,52.4,"c(-0.171478, 50.857144)",-0.171478,50.857144
BN1 5LJ,68,47,36,43,49,43,96,83,39,45,cardinal_n,patcham,ds,36,39,43,96,36,54.9,"c(-0.169132, 50.860435)",-0.169132,50.860435
BN1 5LL,71,44,36,52,46,40,82,83,47,54,cardinal_n,kings,blatchington,36,40,44,83,36,55.5,"c(-0.171829, 50.859047)",-0.171829,50.859047
BN1 5LN,67,50,36,42,45,46,81,82,38,44,cardinal_n,patcham,ds,36,38,42,82,36,53.1,"c(-0.169453, 50.859504)",-0.169453,50.859504
BN1 5LP,68,50,36,43,45,46,80,82,39,45,cardinal_n,patcham,ds,36,39,43,82,36,53.4,"c(-0.169225, 50.859159)",-0.169225,50.859159
BN1 5LQ,69,50,36,50,45,46,81,82,45,52,cardinal_n,hove_park,patcham,36,45,45,82,36,55.6,"c(-0.170709, 50.859003)",-0.170709,50.859003
BN1 5LR,65,46,27,51,40,48,78,76,49,56,cardinal_n,hove_park,blatchington,27,40,46,78,27,53.6,"c(-0.160303, 50.84829)",-0.160303,50.84829
BN1 5LS,70,46,29,52,40,48,80,78,49,57,cardinal_n,hove_park,blatchington,29,40,46,80,29,54.9,"c(-0.161173, 50.849643)",-0.161173,50.849643
BN1 5LT,70,45,36,51,45,41,81,82,46,53,cardinal_n,kings,blatchington,36,41,45,82,36,55,"c(-0.172191, 50.858513)",-0.172191,50.858513
BN1 5LU,68,47,36,43,50,43,96,83,39,45,cardinal_n,patcham,ds,36,39,43,96,36,55,"c(-0.169345, 50.860798)",-0.169345,50.860798
BN1 5LW,64,46,34,40,39,48,80,79,36,46,cardinal_n,patcham,hove_park,34,36,39,80,34,51.2,"c(-0.161188, 50.850345)",-0.161188,50.850345
BN1 5LX,37,49,28,37,38,55,59,47,40,32,cardinal_n,varndean,baca,28,32,37,59,28,42.2,"c(-0.140818, 50.826334)",-0.140818,50.826334
BN1 5LY,73,39,36,54,42,35,96,80,49,56,kings,cardinal_n,blatchington,35,36,39,96,35,56,"c(-0.172634, 50.858088)",-0.172634,50.858088
BN1 5LZ,73,39,36,54,41,34,85,80,49,56,kings,cardinal_n,blatchington,34,36,39,85,34,54.7,"c(-0.174224, 50.858122)",-0.174224,50.858122
BN1 5NA,61,46,22,43,39,48,77,74,39,48,cardinal_n,hove_park,patcham,22,39,39,77,22,49.7,"c(-0.157472, 50.845862)",-0.157472,50.845862
BN1 5NB,60,45,15,39,35,48,64,61,37,44,cardinal_n,hove_park,patcham,15,35,37,64,15,44.8,"c(-0.157583, 50.843408)",-0.157583,50.843408
BN1 5ND,60,46,17,39,37,48,66,63,37,44,cardinal_n,hove_park,patcham,17,37,37,66,17,45.7,"c(-0.156832, 50.843711)",-0.156832,50.843711
BN1 5NE,61,46,19,42,39,48,76,69,39,47,cardinal_n,hove_park,patcham,19,39,39,76,19,48.6,"c(-0.157258, 50.844437)",-0.157258,50.844437
BN1 5NF,61,48,21,39,41,50,78,73,36,45,cardinal_n,patcham,ds,21,36,39,78,21,49.2,"c(-0.156204, 50.84559)",-0.156204,50.84559
BN1 5NG,59,46,17,37,37,48,66,63,35,42,cardinal_n,patcham,ds,17,35,37,66,17,45,"c(-0.156324, 50.843631)",-0.156324,50.843631
BN1 5NH,59,46,18,36,38,48,67,68,34,41,cardinal_n,patcham,ds,18,34,36,68,18,45.5,"c(-0.155953, 50.842951)",-0.155953,50.842951
BN1 5NJ,59,48,18,35,41,50,78,72,33,40,cardinal_n,patcham,ds,18,33,35,78,18,47.4,"c(-0.155107, 50.843882)",-0.155107,50.843882
BN1 5NL,58,47,16,33,40,49,77,69,32,37,cardinal_n,patcham,ds,16,32,33,77,16,45.8,"c(-0.154689, 50.842962)",-0.154689,50.842962
BN1 5NN,58,46,16,33,37,48,65,63,32,37,cardinal_n,patcham,ds,16,32,33,65,16,43.5,"c(-0.155445, 50.842164)",-0.155445,50.842164
BN1 5NP,57,48,12,32,41,50,64,63,31,36,cardinal_n,patcham,ds,12,31,32,64,12,43.4,"c(-0.153924, 50.841831)",-0.153924,50.841831
BN1 5NQ,59,51,9,35,42,53,63,59,33,40,cardinal_n,patcham,ds,9,33,35,63,9,44.4,"c(-0.153458, 50.840334)",-0.153458,50.840334
BN1 5NR,59,46,18,34,39,48,76,68,32,39,cardinal_n,patcham,ds,18,32,34,76,18,45.9,"c(-0.155657, 50.842901)",-0.155657,50.842901
BN1 5NS,37,49,28,37,38,55,59,47,40,32,cardinal_n,varndean,baca,28,32,37,59,28,42.2,"c(-0.140818, 50.826334)",-0.140818,50.826334
BN1 5NT,59,46,17,35,37,48,66,63,33,40,cardinal_n,patcham,ds,17,33,35,66,17,44.4,"c(-0.156367, 50.842553)",-0.156367,50.842553
BN1 5NU,61,47,24,41,43,49,80,77,37,46,cardinal_n,patcham,ds,24,37,41,80,24,50.5,"c(-0.156727, 50.846749)",-0.156727,50.846749
BN1 5NW,61,46,22,43,39,48,77,74,39,48,cardinal_n,hove_park,patcham,22,39,39,77,22,49.7,"c(-0.157472, 50.845871)",-0.157472,50.845871
BN1 5NX,61,47,24,41,43,49,80,77,37,46,cardinal_n,patcham,ds,24,37,41,80,24,50.5,"c(-0.156727, 50.84674)",-0.156727,50.84674
BN1 5NY,61,46,22,43,39,48,77,74,39,48,cardinal_n,hove_park,patcham,22,39,39,77,22,49.7,"c(-0.157472, 50.845871)",-0.157472,50.845871
BN1 5NZ,61,47,24,41,43,49,80,77,37,46,cardinal_n,patcham,ds,24,37,41,80,24,50.5,"c(-0.156727, 50.846749)",-0.156727,50.846749
BN1 5PA,50,50,10,42,39,53,60,57,43,42,cardinal_n,hove_park,ds,10,39,42,60,10,44.6,"c(-0.150806, 50.834811)",-0.150806,50.834811
BN1 5PB,54,51,11,48,40,58,60,58,45,45,cardinal_n,hove_park,patcham,11,40,45,60,11,47,"c(-0.151656, 50.8363)",-0.151656,50.8363
BN1 5PD,55,52,11,40,41,58,61,58,38,44,cardinal_n,patcham,ds,11,38,40,61,11,45.8,"c(-0.150644, 50.83641)",-0.150644,50.83641
BN1 5PE,54,53,13,42,41,59,61,58,39,44,cardinal_n,patcham,hove_park,13,39,41,61,13,46.4,"c(-0.149793, 50.835308)",-0.149793,50.835308
BN1 5PF,53,54,14,41,42,59,61,58,40,43,cardinal_n,patcham,ds,14,40,41,61,14,46.5,"c(-0.149505, 50.835415)",-0.149505,50.835415
BN1 5PG,54,54,15,40,42,60,61,58,39,43,cardinal_n,patcham,ds,15,39,40,61,15,46.6,"c(-0.149478, 50.835717)",-0.149478,50.835717
BN1 5PH,54,54,15,40,42,60,61,58,39,43,cardinal_n,patcham,ds,15,39,40,61,15,46.6,"c(-0.149298, 50.835957)",-0.149298,50.835957
BN1 5PJ,55,55,13,37,42,60,62,58,35,42,cardinal_n,patcham,ds,13,35,37,62,13,45.9,"c(-0.150793, 50.836952)",-0.150793,50.836952
BN1 5PL,56,57,17,34,44,62,62,58,32,39,cardinal_n,patcham,ds,17,32,34,62,17,46.1,"c(-0.150547, 50.837775)",-0.150547,50.837775
BN1 5PN,55,56,15,36,43,61,62,58,35,41,cardinal_n,patcham,ds,15,35,36,62,15,46.2,"c(-0.149969, 50.837307)",-0.149969,50.837307
BN1 5PP,55,55,16,40,43,61,62,58,38,43,cardinal_n,patcham,ds,16,38,40,62,16,47.1,"c(-0.148854, 50.836066)",-0.148854,50.836066
BN1 5PQ,55,55,17,39,43,60,61,58,39,43,cardinal_n,ds,patcham,17,39,39,61,17,47,"c(-0.148454, 50.836105)",-0.148454,50.836105
BN1 5PR,55,55,19,38,44,60,61,59,36,42,cardinal_n,patcham,ds,19,36,38,61,19,46.9,"c(-0.148036, 50.836269)",-0.148036,50.836269
BN1 5PS,59,56,11,48,44,63,65,62,45,47,cardinal_n,hove_park,patcham,11,44,45,65,11,50,"c(-0.15212, 50.838582)",-0.15212,50.838582
BN1 5PT,59,48,6,37,39,50,61,58,35,42,cardinal_n,patcham,ds,6,35,37,61,6,43.5,"c(-0.154313, 50.839166)",-0.154313,50.839166
BN1 5PU,53,51,10,47,39,53,60,57,45,44,cardinal_n,hove_park,varndean,10,39,44,60,10,45.9,"c(-0.151401, 50.835567)",-0.151401,50.835567
BN1 5PW,56,56,16,34,45,61,62,60,32,39,cardinal_n,patcham,ds,16,32,34,62,16,46.1,"c(-0.149416, 50.837289)",-0.149416,50.837289
BN1 5PX,59,49,7,38,40,51,62,58,36,43,cardinal_n,patcham,ds,7,36,38,62,7,44.3,"c(-0.15364, 50.83929)",-0.15364,50.83929
BN1 5PY,59,49,6,39,39,51,62,58,37,44,cardinal_n,patcham,ds,6,37,39,62,6,44.4,"c(-0.154251, 50.838571)",-0.154251,50.838571
BN1 5PZ,59,56,11,48,44,63,65,62,45,47,cardinal_n,hove_park,patcham,11,44,45,65,11,50,"c(-0.152426, 50.838749)",-0.152426,50.838749
BN1 5QA,37,49,28,37,38,55,59,47,40,32,cardinal_n,varndean,baca,28,32,37,59,28,42.2,"c(-0.140818, 50.826334)",-0.140818,50.826334
BN1 5QB,54,51,11,40,40,58,60,58,38,44,cardinal_n,patcham,ds,11,38,40,60,11,45.4,"c(-0.150937, 50.836171)",-0.150937,50.836171
BN1 5QD,54,51,11,40,40,58,60,58,38,44,cardinal_n,patcham,ds,11,38,40,60,11,45.4,"c(-0.150937, 50.836171)",-0.150937,50.836171
BN1 5QE,49,49,10,40,38,53,60,56,42,42,cardinal_n,hove_park,ds,10,38,40,60,10,43.9,"c(-0.151008, 50.834374)",-0.151008,50.834374
BN1 5QG,61,47,24,41,43,49,80,77,37,46,cardinal_n,patcham,ds,24,37,41,80,24,50.5,"c(-0.156727, 50.84674)",-0.156727,50.84674
BN1 5QH,37,49,28,37,38,55,59,47,40,32,cardinal_n,varndean,baca,28,32,37,59,28,42.2,"c(-0.140818, 50.826334)",-0.140818,50.826334
BN1 5QJ,49,49,10,40,38,53,60,56,42,42,cardinal_n,hove_park,ds,10,38,40,60,10,43.9,"c(-0.151008, 50.834374)",-0.151008,50.834374
BN1 5QL,61,47,24,41,43,49,80,77,37,46,cardinal_n,patcham,ds,24,37,41,80,24,50.5,"c(-0.156727, 50.846749)",-0.156727,50.846749
BN1 5QN,61,47,24,41,43,49,80,77,37,46,cardinal_n,patcham,ds,24,37,41,80,24,50.5,"c(-0.156727, 50.846749)",-0.156727,50.846749
BN1 5QP,37,49,28,37,38,55,59,47,40,32,cardinal_n,varndean,baca,28,32,37,59,28,42.2,"c(-0.140818, 50.826334)",-0.140818,50.826334
BN1 5QQ,61,47,24,41,43,49,80,77,37,46,cardinal_n,patcham,ds,24,37,41,80,24,50.5,"c(-0.156727, 50.84674)",-0.156727,50.84674
BN1 5QR,37,49,28,37,39,56,59,47,40,32,cardinal_n,varndean,baca,28,32,37,59,28,42.4,"c(-0.14079, 50.826328)",-0.14079,50.826328
BN1 5QS,37,49,28,37,38,55,59,47,40,32,cardinal_n,varndean,baca,28,32,37,59,28,42.2,"c(-0.140818, 50.826334)",-0.140818,50.826334
BN1 5QT,37,49,28,37,38,55,59,47,40,32,cardinal_n,varndean,baca,28,32,37,59,28,42.2,"c(-0.140818, 50.826334)",-0.140818,50.826334
BN1 5QU,61,47,24,41,43,49,80,77,37,46,cardinal_n,patcham,ds,24,37,41,80,24,50.5,"c(-0.156727, 50.846749)",-0.156727,50.846749
BN1 5QW,61,47,24,41,43,49,80,77,37,46,cardinal_n,patcham,ds,24,37,41,80,24,50.5,"c(-0.156727, 50.846749)",-0.156727,50.846749
BN1 5QX,61,47,24,41,43,49,80,77,37,46,cardinal_n,patcham,ds,24,37,41,80,24,50.5,"c(-0.156727, 50.846749)",-0.156727,50.846749
BN1 5QY,57,51,10,51,40,53,62,58,48,49,cardinal_n,hove_park,patcham,10,40,48,62,10,47.9,"c(-0.152286, 50.837991)",-0.152286,50.837991
BN1 5QZ,37,49,28,37,38,55,59,47,40,32,cardinal_n,varndean,baca,28,32,37,59,28,42.2,"c(-0.140818, 50.826334)",-0.140818,50.826334
BN1 5RA,69,47,36,45,42,49,80,81,46,52,cardinal_n,hove_park,ds,36,42,45,81,36,54.7,"c(-0.165368, 50.852785)",-0.165368,50.852785
BN1 5RB,61,47,24,41,43,49,80,77,37,46,cardinal_n,patcham,ds,24,37,41,80,24,50.5,"c(-0.156727, 50.846749)",-0.156727,50.846749
BN1 5RY,61,47,24,41,43,49,80,77,37,46,cardinal_n,patcham,ds,24,37,41,80,24,50.5,"c(-0.156727, 50.846749)",-0.156727,50.846749
BN1 5RZ,57,51,10,51,40,53,62,58,48,49,cardinal_n,hove_park,patcham,10,40,48,62,10,47.9,"c(-0.152286, 50.837991)",-0.152286,50.837991
BN1 5SA,37,49,28,37,38,55,59,47,40,32,cardinal_n,varndean,baca,28,32,37,59,28,42.2,"c(-0.140818, 50.826334)",-0.140818,50.826334
BN1 5SB,37,49,28,37,38,55,59,47,40,32,cardinal_n,varndean,baca,28,32,37,59,28,42.2,"c(-0.140818, 50.826334)",-0.140818,50.826334
BN1 5SD,61,47,24,41,43,49,80,77,37,46,cardinal_n,patcham,ds,24,37,41,80,24,50.5,"c(-0.156727, 50.846749)",-0.156727,50.846749
BN1 5SE,61,47,24,41,43,49,80,77,37,46,cardinal_n,patcham,ds,24,37,41,80,24,50.5,"c(-0.156727, 50.846749)",-0.156727,50.846749
BN1 5SF,37,49,28,37,38,55,59,47,40,32,cardinal_n,varndean,baca,28,32,37,59,28,42.2,"c(-0.140818, 50.826334)",-0.140818,50.826334
BN1 5SG,61,47,24,41,43,49,80,77,37,46,cardinal_n,patcham,ds,24,37,41,80,24,50.5,"c(-0.156727, 50.846749)",-0.156727,50.846749
BN1 5SH,61,47,24,41,43,49,80,77,37,46,cardinal_n,patcham,ds,24,37,41,80,24,50.5,"c(-0.156727, 50.846749)",-0.156727,50.846749
BN1 5SJ,37,49,28,37,38,55,59,47,40,32,cardinal_n,varndean,baca,28,32,37,59,28,42.2,"c(-0.140818, 50.826334)",-0.140818,50.826334
BN1 5SL,61,47,24,41,43,49,80,77,37,46,cardinal_n,patcham,ds,24,37,41,80,24,50.5,"c(-0.156727, 50.846749)",-0.156727,50.846749
BN1 5SN,37,49,28,37,38,55,59,47,40,32,cardinal_n,varndean,baca,28,32,37,59,28,42.2,"c(-0.140818, 50.826334)",-0.140818,50.826334
BN1 5SP,61,47,24,41,43,49,80,77,37,46,cardinal_n,patcham,ds,24,37,41,80,24,50.5,"c(-0.156727, 50.846749)",-0.156727,50.846749
BN1 5SQ,61,47,24,41,43,49,80,77,37,46,cardinal_n,patcham,ds,24,37,41,80,24,50.5,"c(-0.156727, 50.846749)",-0.156727,50.846749
BN1 5SR,61,47,24,41,43,49,80,77,37,46,cardinal_n,patcham,ds,24,37,41,80,24,50.5,"c(-0.156727, 50.846749)",-0.156727,50.846749
BN1 5SS,37,49,28,37,38,55,59,47,40,32,cardinal_n,varndean,baca,28,32,37,59,28,42.2,"c(-0.140818, 50.826334)",-0.140818,50.826334
BN1 5ST,37,49,28,37,38,55,59,47,40,32,cardinal_n,varndean,baca,28,32,37,59,28,42.2,"c(-0.140818, 50.826334)",-0.140818,50.826334
BN1 5SU,61,47,24,41,43,49,80,77,37,46,cardinal_n,patcham,ds,24,37,41,80,24,50.5,"c(-0.156727, 50.846749)",-0.156727,50.846749
BN1 5SW,37,49,28,37,38,55,59,47,40,32,cardinal_n,varndean,baca,28,32,37,59,28,42.2,"c(-0.140818, 50.826334)",-0.140818,50.826334
BN1 5SX,61,47,24,41,43,49,80,77,37,46,cardinal_n,patcham,ds,24,37,41,80,24,50.5,"c(-0.156727, 50.846749)",-0.156727,50.846749
BN1 5SY,37,49,28,37,38,55,59,47,40,32,cardinal_n,varndean,baca,28,32,37,59,28,42.2,"c(-0.140818, 50.826334)",-0.140818,50.826334
BN1 5SZ,37,49,28,37,38,55,59,47,40,32,cardinal_n,varndean,baca,28,32,37,59,28,42.2,"c(-0.140818, 50.826334)",-0.140818,50.826334
BN1 5UQ,37,49,28,37,38,55,59,47,40,32,cardinal_n,varndean,baca,28,32,37,59,28,42.2,"c(-0.140818, 50.826334)",-0.140818,50.826334
BN1 5UR,37,49,28,37,38,55,59,47,40,32,cardinal_n,varndean,baca,28,32,37,59,28,42.2,"c(-0.140818, 50.826334)",-0.140818,50.826334
BN1 5WA,37,49,28,37,38,55,59,47,40,32,cardinal_n,varndean,baca,28,32,37,59,28,42.2,"c(-0.140818, 50.826334)",-0.140818,50.826334
BN1 5WB,37,49,28,37,38,55,59,47,40,32,cardinal_n,varndean,baca,28,32,37,59,28,42.2,"c(-0.140818, 50.826334)",-0.140818,50.826334
BN1 5WD,37,49,28,37,38,55,59,47,40,32,cardinal_n,varndean,baca,28,32,37,59,28,42.2,"c(-0.140818, 50.826334)",-0.140818,50.826334
BN1 5WE,37,49,28,37,38,55,59,47,40,32,cardinal_n,varndean,baca,28,32,37,59,28,42.2,"c(-0.140818, 50.826334)",-0.140818,50.826334
BN1 5WF,37,49,28,37,38,55,59,47,40,32,cardinal_n,varndean,baca,28,32,37,59,28,42.2,"c(-0.140818, 50.826334)",-0.140818,50.826334
BN1 5WG,37,49,28,37,38,55,59,47,40,32,cardinal_n,varndean,baca,28,32,37,59,28,42.2,"c(-0.140818, 50.826334)",-0.140818,50.826334
BN1 5WH,37,49,28,37,38,55,59,47,40,32,cardinal_n,varndean,baca,28,32,37,59,28,42.2,"c(-0.140818, 50.826334)",-0.140818,50.826334
BN1 5WJ,37,49,28,37,38,55,59,47,40,32,cardinal_n,varndean,baca,28,32,37,59,28,42.2,"c(-0.140818, 50.826334)",-0.140818,50.826334
BN1 5WN,37,49,28,37,38,55,59,47,40,32,cardinal_n,varndean,baca,28,32,37,59,28,42.2,"c(-0.140818, 50.826334)",-0.140818,50.826334
BN1 5WP,37,49,28,37,38,55,59,47,40,32,cardinal_n,varndean,baca,28,32,37,59,28,42.2,"c(-0.140818, 50.826334)",-0.140818,50.826334
BN1 5WQ,37,49,28,37,38,55,59,47,40,32,cardinal_n,varndean,baca,28,32,37,59,28,42.2,"c(-0.140818, 50.826334)",-0.140818,50.826334
BN1 5WR,37,49,28,37,38,55,59,47,40,32,cardinal_n,varndean,baca,28,32,37,59,28,42.2,"c(-0.140818, 50.826334)",-0.140818,50.826334
BN1 5WS,37,49,28,37,38,55,59,47,40,32,cardinal_n,varndean,baca,28,32,37,59,28,42.2,"c(-0.140818, 50.826334)",-0.140818,50.826334
BN1 5WT,37,49,28,37,38,55,59,47,40,32,cardinal_n,varndean,baca,28,32,37,59,28,42.2,"c(-0.140818, 50.826334)",-0.140818,50.826334
BN1 5WU,37,49,28,37,38,55,59,47,40,32,cardinal_n,varndean,baca,28,32,37,59,28,42.2,"c(-0.140818, 50.826334)",-0.140818,50.826334
BN1 5WW,37,49,28,37,38,55,59,47,40,32,cardinal_n,varndean,baca,28,32,37,59,28,42.2,"c(-0.140818, 50.826334)",-0.140818,50.826334
BN1 5WX,37,49,28,37,38,55,59,47,40,32,cardinal_n,varndean,baca,28,32,37,59,28,42.2,"c(-0.140818, 50.826334)",-0.140818,50.826334
BN1 5WY,37,49,28,37,38,55,59,47,40,32,cardinal_n,varndean,baca,28,32,37,59,28,42.2,"c(-0.140818, 50.826334)",-0.140818,50.826334
BN1 5WZ,37,49,28,37,38,55,59,47,40,32,cardinal_n,varndean,baca,28,32,37,59,28,42.2,"c(-0.140818, 50.826334)",-0.140818,50.826334
BN1 5XA,37,49,28,37,38,55,59,47,40,32,cardinal_n,varndean,baca,28,32,37,59,28,42.2,"c(-0.140818, 50.826334)",-0.140818,50.826334
BN1 5XB,37,49,28,37,38,55,59,47,40,32,cardinal_n,varndean,baca,28,32,37,59,28,42.2,"c(-0.140818, 50.826334)",-0.140818,50.826334
BN1 5XE,37,49,28,37,38,55,59,47,40,32,cardinal_n,varndean,baca,28,32,37,59,28,42.2,"c(-0.140818, 50.826334)",-0.140818,50.826334
BN1 5XL,37,49,28,37,38,55,59,47,40,32,cardinal_n,varndean,baca,28,32,37,59,28,42.2,"c(-0.140818, 50.826334)",-0.140818,50.826334
BN1 5XQ,37,49,28,37,38,55,59,47,40,32,cardinal_n,varndean,baca,28,32,37,59,28,42.2,"c(-0.140818, 50.826334)",-0.140818,50.826334
BN1 5XT,37,49,28,37,38,55,59,47,40,32,cardinal_n,varndean,baca,28,32,37,59,28,42.2,"c(-0.140818, 50.826334)",-0.140818,50.826334
BN1 5XU,37,49,28,37,38,55,59,47,40,32,cardinal_n,varndean,baca,28,32,37,59,28,42.2,"c(-0.140818, 50.826334)",-0.140818,50.826334
