id,time_baca,time_blatchington,time_cardinal_n,time_ds,time_hove_park,time_kings,time_longhill,time_paca,time_patcham,time_varndean,first_closest_travel,second_closest_travel,third_closest_travel,first_closest_time,second_closest_time,third_closest_time,max_travel,min_travel,avg_travel,geometry,long,lat
BN4 1SD,77,56,58,79,49,51,82,23,77,71,paca,hove_park,kings,23,49,51,82,23,62.3,"c(-0.219102, 50.836332)",-0.219102,50.836332
BN4 1SE,77,56,58,79,49,51,82,23,77,71,paca,hove_park,kings,23,49,51,82,23,62.3,"c(-0.219102, 50.836332)",-0.219102,50.836332
BN4 1SF,77,55,57,79,48,56,82,23,77,71,paca,hove_park,blatchington,23,48,55,82,23,62.5,"c(-0.217717, 50.835412)",-0.217717,50.835412
BN4 1SG,76,55,57,79,49,50,81,23,76,71,paca,hove_park,kings,23,49,50,81,23,61.7,"c(-0.217648, 50.83721)",-0.217648,50.83721
BN4 1SH,80,53,59,81,48,48,82,23,80,73,paca,hove_park,kings,23,48,48,82,23,62.7,"c(-0.220487, 50.837253)",-0.220487,50.837253
BN4 1SJ,77,52,57,79,47,47,82,23,77,71,paca,hove_park,kings,23,47,47,82,23,61.2,"c(-0.219033, 50.83813)",-0.219033,50.83813
BN4 1SL,77,52,57,79,47,47,82,23,77,71,paca,hove_park,kings,23,47,47,82,23,61.2,"c(-0.219033, 50.83813)",-0.219033,50.83813
BN4 1SN,80,52,58,79,47,46,82,23,80,71,paca,kings,hove_park,23,46,47,82,23,61.8,"c(-0.220453, 50.838152)",-0.220453,50.838152
BN4 1SP,82,52,58,80,47,47,82,23,82,72,paca,hove_park,kings,23,47,47,82,23,62.5,"c(-0.221872, 50.838173)",-0.221872,50.838173
BN4 1SR,82,52,58,80,47,47,82,23,82,72,paca,hove_park,kings,23,47,47,82,23,62.5,"c(-0.221872, 50.838173)",-0.221872,50.838173
BN4 1ST,81,53,59,81,48,48,82,23,82,73,paca,hove_park,kings,23,48,48,82,23,63,"c(-0.220896, 50.837709)",-0.220896,50.837709
BN4 1SW,80,53,59,81,48,48,82,23,80,73,paca,hove_park,kings,23,48,48,82,23,62.7,"c(-0.220487, 50.837253)",-0.220487,50.837253
BN4 1SX,78,56,58,79,49,56,82,23,78,71,paca,hove_park,blatchington,23,49,56,82,23,63,"c(-0.219136, 50.835434)",-0.219136,50.835434
BN4 1SY,78,56,58,79,49,56,82,23,78,71,paca,hove_park,blatchington,23,49,56,82,23,63,"c(-0.219136, 50.835434)",-0.219136,50.835434
BN4 1SZ,77,55,57,79,48,56,82,23,77,71,paca,hove_park,blatchington,23,48,55,82,23,62.5,"c(-0.217717, 50.835412)",-0.217717,50.835412
BN4 1TA,75,52,55,78,46,46,81,23,75,70,paca,hove_park,kings,23,46,46,81,23,60.1,"c(-0.217614, 50.838108)",-0.217614,50.838108
BN4 1TD,77,56,58,79,49,51,82,23,77,71,paca,hove_park,kings,23,49,51,82,23,62.3,"c(-0.219102, 50.836332)",-0.219102,50.836332
BN4 1UB,76,52,56,79,47,47,81,23,76,71,paca,hove_park,kings,23,47,47,81,23,60.8,"c(-0.216195, 50.838087)",-0.216195,50.838087
BN4 1UZ,76,52,56,79,47,47,81,23,76,71,paca,hove_park,kings,23,47,47,81,23,60.8,"c(-0.216195, 50.838087)",-0.216195,50.838087
BN4 1WA,79,60,60,80,51,62,82,41,79,72,paca,hove_park,blatchington,41,51,60,82,41,66.6,"c(-0.206672, 50.827149)",-0.206672,50.827149
BN4 1WB,73,55,54,77,46,61,81,35,74,69,paca,hove_park,cardinal_n,35,46,54,81,35,62.5,"c(-0.20103, 50.826162)",-0.20103,50.826162
BN4 1WF,85,67,66,87,57,65,87,47,86,81,paca,hove_park,kings,47,57,65,87,47,72.8,"c(-0.212331, 50.827685)",-0.212331,50.827685
BN4 1WH,81,62,62,82,53,63,82,42,82,74,paca,hove_park,blatchington,42,53,62,82,42,68.3,"c(-0.208057, 50.828069)",-0.208057,50.828069
BN4 1WL,81,62,62,82,53,63,82,42,82,74,paca,hove_park,blatchington,42,53,62,82,42,68.3,"c(-0.208057, 50.828069)",-0.208057,50.828069
BN4 1WN,79,60,60,80,51,62,82,41,79,72,paca,hove_park,blatchington,41,51,60,82,41,66.6,"c(-0.206672, 50.827149)",-0.206672,50.827149
BN4 1WP,77,59,58,79,50,62,82,40,77,71,paca,hove_park,cardinal_n,40,50,58,82,40,65.5,"c(-0.205253, 50.827127)",-0.205253,50.827127
BN4 1WR,71,54,53,76,45,60,80,33,72,68,paca,hove_park,cardinal_n,33,45,53,80,33,61.2,"c(-0.20238, 50.827982)",-0.20238,50.827982
BN4 1WS,79,60,60,80,51,62,82,41,79,72,paca,hove_park,blatchington,41,51,60,82,41,66.6,"c(-0.206672, 50.827149)",-0.206672,50.827149
BN4 1WT,77,59,58,79,50,62,82,23,77,71,paca,hove_park,cardinal_n,23,50,58,82,23,63.8,"c(-0.208732, 50.828979)",-0.208732,50.828979
BN4 1WU,67,52,51,71,43,58,77,25,70,66,paca,hove_park,cardinal_n,25,43,51,77,25,58,"c(-0.210792, 50.830809)",-0.210792,50.830809
BN4 1WW,77,59,58,79,50,62,82,40,77,71,paca,hove_park,cardinal_n,40,50,58,82,40,65.5,"c(-0.205253, 50.827127)",-0.205253,50.827127
BN4 1WX,68,48,52,72,40,48,80,28,72,67,paca,hove_park,blatchington,28,40,48,80,28,57.5,"c(-0.21062, 50.835303)",-0.21062,50.835303
BN4 1WY,68,48,52,72,40,48,80,28,72,67,paca,hove_park,blatchington,28,40,48,80,28,57.5,"c(-0.21062, 50.835303)",-0.21062,50.835303
BN4 1WZ,67,45,51,71,39,42,80,28,71,66,paca,hove_park,kings,28,39,42,80,28,56,"c(-0.206293, 50.837036)",-0.206293,50.837036
BN4 1XA,75,53,55,78,47,48,80,23,75,70,paca,hove_park,kings,23,47,48,80,23,60.4,"c(-0.216229, 50.837188)",-0.216229,50.837188
BN4 1XB,77,52,56,79,47,54,82,23,77,71,paca,hove_park,blatchington,23,47,52,82,23,61.8,"c(-0.214844, 50.836267)",-0.214844,50.836267
BN4 1XD,74,49,54,76,44,49,81,23,75,68,paca,hove_park,blatchington,23,44,49,81,23,59.3,"c(-0.212005, 50.836224)",-0.212005,50.836224
BN4 1XE,74,49,54,76,44,49,81,23,75,68,paca,hove_park,blatchington,23,44,49,81,23,59.3,"c(-0.211971, 50.837123)",-0.211971,50.837123
BN4 1XF,74,49,54,76,44,49,81,23,75,68,paca,hove_park,blatchington,23,44,49,81,23,59.3,"c(-0.212005, 50.836224)",-0.212005,50.836224
BN4 1XG,68,45,52,72,39,43,80,28,72,67,paca,hove_park,kings,28,39,43,80,28,56.6,"c(-0.207712, 50.837057)",-0.207712,50.837057
BN4 1XH,64,42,46,67,34,43,78,25,68,62,paca,hove_park,blatchington,25,34,42,78,25,52.9,"c(-0.207747, 50.836159)",-0.207747,50.836159
BN4 1XJ,68,48,52,72,40,48,80,26,72,67,paca,hove_park,blatchington,26,40,48,80,26,57.3,"c(-0.209132, 50.837079)",-0.209132,50.837079
BN4 1XL,68,48,52,72,40,48,80,26,72,67,paca,hove_park,blatchington,26,40,48,80,26,57.3,"c(-0.209132, 50.837079)",-0.209132,50.837079
BN4 1XN,64,42,46,67,34,43,78,25,68,62,paca,hove_park,blatchington,25,34,42,78,25,52.9,"c(-0.207747, 50.836159)",-0.207747,50.836159
BN4 1XP,66,46,50,70,38,45,80,26,70,65,paca,hove_park,kings,26,38,45,80,26,55.6,"c(-0.209166, 50.83618)",-0.209166,50.83618
BN4 1XQ,76,50,54,75,43,50,80,29,75,67,paca,hove_park,blatchington,29,43,50,80,29,59.9,"c(-0.212039, 50.835325)",-0.212039,50.835325
BN4 1XR,77,51,56,78,46,50,82,24,77,70,paca,hove_park,kings,24,46,50,82,24,61.1,"c(-0.211936, 50.838021)",-0.211936,50.838021
BN4 1XS,74,49,54,76,44,49,81,23,75,68,paca,hove_park,blatchington,23,44,49,81,23,59.3,"c(-0.212005, 50.836224)",-0.212005,50.836224
BN4 1XT,68,44,52,72,41,42,77,25,72,67,paca,hove_park,kings,25,41,42,77,25,56,"c(-0.209097, 50.837978)",-0.209097,50.837978
BN4 1XU,77,51,56,78,46,50,82,24,77,70,paca,hove_park,kings,24,46,50,82,24,61.1,"c(-0.211936, 50.838021)",-0.211936,50.838021
BN4 1XW,64,33,43,67,32,34,76,25,68,62,paca,hove_park,blatchington,25,32,33,76,25,50.4,"c(-0.204873, 50.837014)",-0.204873,50.837014
BN4 1XX,63,33,41,64,31,34,66,23,67,59,paca,hove_park,blatchington,23,31,33,67,23,48.1,"c(-0.206362, 50.835238)",-0.206362,50.835238
BN4 1XY,68,48,52,72,40,48,80,28,72,67,paca,hove_park,blatchington,28,40,48,80,28,57.5,"c(-0.21062, 50.835303)",-0.21062,50.835303
BN4 1XZ,68,48,52,72,40,48,80,28,72,67,paca,hove_park,blatchington,28,40,48,80,28,57.5,"c(-0.21062, 50.835303)",-0.21062,50.835303
BN4 1YA,68,48,51,72,40,48,80,24,71,67,paca,hove_park,blatchington,24,40,48,80,24,56.9,"c(-0.210585, 50.836202)",-0.210585,50.836202
BN4 1YB,74,49,54,76,44,49,81,23,75,68,paca,hove_park,blatchington,23,44,49,81,23,59.3,"c(-0.212005, 50.836224)",-0.212005,50.836224
BN4 1YD,67,45,51,71,39,42,80,28,71,66,paca,hove_park,kings,28,39,42,80,28,56,"c(-0.206293, 50.837036)",-0.206293,50.837036
BN4 1YE,68,48,52,72,40,48,80,26,72,67,paca,hove_park,blatchington,26,40,48,80,26,57.3,"c(-0.209132, 50.837079)",-0.209132,50.837079
BN4 1YF,74,49,54,76,44,49,81,23,75,68,paca,hove_park,blatchington,23,44,49,81,23,59.3,"c(-0.212005, 50.836224)",-0.212005,50.836224
BN4 1YH,68,48,51,72,40,48,80,24,71,67,paca,hove_park,blatchington,24,40,48,80,24,56.9,"c(-0.210585, 50.836202)",-0.210585,50.836202
BN4 1YJ,68,48,51,72,40,48,80,24,71,67,paca,hove_park,blatchington,24,40,48,80,24,56.9,"c(-0.210585, 50.836202)",-0.210585,50.836202
BN4 1YN,74,49,54,76,44,49,81,23,75,68,paca,hove_park,blatchington,23,44,49,81,23,59.3,"c(-0.212005, 50.836224)",-0.212005,50.836224
BN4 1YR,68,48,52,72,40,48,80,28,72,67,paca,hove_park,blatchington,28,40,48,80,28,57.5,"c(-0.21062, 50.835303)",-0.21062,50.835303
BN4 2AA,82,52,58,80,47,47,82,23,82,72,paca,hove_park,kings,23,47,47,82,23,62.5,"c(-0.220385, 50.839949)",-0.220385,50.839949
BN4 2AB,78,52,57,79,47,46,81,23,78,71,paca,kings,hove_park,23,46,47,81,23,61.2,"c(-0.218999, 50.839029)",-0.218999,50.839029
BN4 2AD,78,52,57,79,47,46,81,23,78,71,paca,kings,hove_park,23,46,47,81,23,61.2,"c(-0.218999, 50.839029)",-0.218999,50.839029
BN4 2AE,82,52,58,80,47,47,82,23,82,72,paca,hove_park,kings,23,47,47,82,23,62.5,"c(-0.220385, 50.839949)",-0.220385,50.839949
BN4 2BA,80,51,58,79,46,45,80,23,80,71,paca,kings,hove_park,23,45,46,80,23,61.3,"c(-0.213321, 50.838942)",-0.213321,50.838942
BN4 2BB,78,45,57,78,43,42,80,23,78,70,paca,kings,hove_park,23,42,43,80,23,59.4,"c(-0.211902, 50.83892)",-0.211902,50.83892
BN4 2BD,78,45,57,78,43,42,80,23,78,70,paca,kings,hove_park,23,42,43,80,23,59.4,"c(-0.211902, 50.83892)",-0.211902,50.83892
BN4 2BE,83,48,60,84,48,43,82,23,84,77,paca,kings,blatchington,23,43,48,84,23,63.2,"c(-0.213218, 50.841638)",-0.213218,50.841638
BN4 2BF,82,42,57,82,42,39,82,25,82,74,paca,kings,blatchington,25,39,42,82,25,60.7,"c(-0.211799, 50.841617)",-0.211799,50.841617
BN4 2BG,82,43,62,84,43,39,82,23,83,76,paca,kings,blatchington,23,39,43,84,23,61.7,"c(-0.21315, 50.843436)",-0.21315,50.843436
BN4 2BH,82,48,58,82,46,44,82,24,82,74,paca,kings,hove_park,24,44,46,82,24,62.2,"c(-0.213287, 50.839841)",-0.213287,50.839841
BN4 2BJ,82,48,58,82,46,44,82,24,82,74,paca,kings,hove_park,24,44,46,82,24,62.2,"c(-0.213287, 50.839841)",-0.213287,50.839841
BN4 2BL,83,51,59,84,49,48,82,24,83,76,paca,kings,hove_park,24,48,49,84,24,63.9,"c(-0.214706, 50.839863)",-0.214706,50.839863
BN4 2BN,82,48,58,82,46,44,82,24,82,74,paca,kings,hove_park,24,44,46,82,24,62.2,"c(-0.213287, 50.839841)",-0.213287,50.839841
BN4 2BP,76,53,56,79,48,48,81,23,76,71,paca,hove_park,kings,23,48,48,81,23,61.1,"c(-0.216126, 50.839884)",-0.216126,50.839884
BN4 2BQ,78,45,57,78,43,42,80,23,78,70,paca,kings,hove_park,23,42,43,80,23,59.4,"c(-0.211902, 50.83892)",-0.211902,50.83892
BN4 2BS,76,53,56,79,48,48,81,23,76,71,paca,hove_park,kings,23,48,48,81,23,61.1,"c(-0.216126, 50.839884)",-0.216126,50.839884
BN4 2BT,83,51,59,84,49,48,82,24,83,76,paca,kings,hove_park,24,48,49,84,24,63.9,"c(-0.214706, 50.839863)",-0.214706,50.839863
BN4 2DA,68,44,52,72,41,42,77,25,72,67,paca,hove_park,kings,25,41,42,77,25,56,"c(-0.209097, 50.837978)",-0.209097,50.837978
BN4 2DB,82,48,58,82,46,42,82,28,82,74,paca,kings,hove_park,28,42,46,82,28,62.4,"c(-0.210448, 50.839797)",-0.210448,50.839797
BN4 2DD,82,48,58,82,46,42,82,28,82,74,paca,kings,hove_park,28,42,46,82,28,62.4,"c(-0.210448, 50.839797)",-0.210448,50.839797
BN4 2DE,81,44,57,80,44,40,82,27,82,72,paca,kings,blatchington,27,40,44,82,27,60.9,"c(-0.210414, 50.840696)",-0.210414,50.840696
BN4 2DF,81,44,57,80,44,40,82,27,82,72,paca,kings,blatchington,27,40,44,82,27,60.9,"c(-0.210414, 50.840696)",-0.210414,50.840696
BN4 2DG,83,43,59,84,43,38,82,27,84,76,paca,kings,blatchington,27,38,43,84,27,61.9,"c(-0.20896, 50.841573)",-0.20896,50.841573
BN4 2DH,82,43,62,84,43,39,82,23,83,76,paca,kings,blatchington,23,39,43,84,23,61.7,"c(-0.21315, 50.843436)",-0.21315,50.843436
BN4 2DJ,84,42,60,86,42,37,82,22,84,79,paca,kings,blatchington,22,37,42,86,22,61.8,"c(-0.21173, 50.843414)",-0.21173,50.843414
BN4 2DL,78,46,56,77,44,43,80,27,77,69,paca,kings,hove_park,27,43,44,80,27,59.7,"c(-0.209028, 50.839776)",-0.209028,50.839776
BN4 2DN,78,46,56,77,44,43,80,27,77,69,paca,kings,hove_park,27,43,44,80,27,59.7,"c(-0.209028, 50.839776)",-0.209028,50.839776
BN4 2DP,84,39,59,85,40,35,82,24,85,78,paca,kings,blatchington,24,35,39,85,24,61.1,"c(-0.208891, 50.843371)",-0.208891,50.843371
BN4 2DQ,84,42,60,86,42,37,82,22,84,79,paca,kings,blatchington,22,37,42,86,22,61.8,"c(-0.21173, 50.843414)",-0.21173,50.843414
BN4 2DR,84,41,60,85,41,36,82,24,85,78,paca,kings,blatchington,24,36,41,85,24,61.6,"c(-0.21031, 50.843393)",-0.21031,50.843393
BN4 2DS,84,41,60,85,41,36,82,24,85,78,paca,kings,blatchington,24,36,41,85,24,61.6,"c(-0.21031, 50.843393)",-0.21031,50.843393
BN4 2DT,84,41,60,85,41,36,82,24,85,78,paca,kings,blatchington,24,36,41,85,24,61.6,"c(-0.21031, 50.843393)",-0.21031,50.843393
BN4 2EZ,84,41,60,85,41,36,82,24,85,78,paca,kings,blatchington,24,36,41,85,24,61.6,"c(-0.21031, 50.843393)",-0.21031,50.843393
BN4 2FA,82,53,62,83,53,48,82,23,82,75,paca,kings,blatchington,23,48,53,83,23,64.3,"c(-0.216057, 50.841682)",-0.216057,50.841682
BN4 2FB,82,43,62,84,43,39,82,23,83,76,paca,kings,blatchington,23,39,43,84,23,61.7,"c(-0.21315, 50.843436)",-0.21315,50.843436
BN4 2FD,80,51,61,81,51,46,82,23,80,73,paca,kings,blatchington,23,46,51,82,23,62.8,"c(-0.216023, 50.842581)",-0.216023,50.842581
BN4 2FE,81,45,62,82,45,42,82,23,82,74,paca,kings,blatchington,23,42,45,82,23,61.8,"c(-0.214569, 50.843458)",-0.214569,50.843458
BN4 2FF,81,45,62,82,45,42,82,23,82,74,paca,kings,blatchington,23,42,45,82,23,61.8,"c(-0.214569, 50.843458)",-0.214569,50.843458
BN4 2FG,83,43,62,85,43,40,82,23,84,78,paca,kings,blatchington,23,40,43,85,23,62.3,"c(-0.214535, 50.844357)",-0.214535,50.844357
BN4 2FH,83,39,60,85,40,37,82,21,83,78,paca,kings,blatchington,21,37,39,85,21,60.8,"c(-0.213115, 50.844335)",-0.213115,50.844335
BN4 2FJ,83,39,60,85,40,37,82,21,83,78,paca,kings,blatchington,21,37,39,85,21,60.8,"c(-0.213115, 50.844335)",-0.213115,50.844335
BN4 2FL,83,41,61,85,41,37,83,25,83,78,paca,kings,blatchington,25,37,41,85,25,61.7,"c(-0.210276, 50.844291)",-0.210276,50.844291
BN4 2FN,81,31,41,81,37,33,82,16,76,73,paca,blatchington,kings,16,31,33,82,16,55.1,"c(-0.211627, 50.846111)",-0.211627,50.846111
BN4 2FP,82,34,44,84,39,35,82,18,79,76,paca,blatchington,kings,18,34,35,84,18,57.3,"c(-0.213081, 50.845234)",-0.213081,50.845234
BN4 2FQ,81,32,42,82,37,34,82,16,77,74,paca,blatchington,kings,16,32,34,82,16,55.7,"c(-0.213047, 50.846133)",-0.213047,50.846133
BN4 2FR,81,31,41,81,37,33,82,16,76,73,paca,blatchington,kings,16,31,33,82,16,55.1,"c(-0.211627, 50.846111)",-0.211627,50.846111
BN4 2FS,82,34,44,84,40,36,82,21,79,76,paca,blatchington,kings,21,34,36,84,21,57.8,"c(-0.210242, 50.84519)",-0.210242,50.84519
BN4 2FT,83,38,60,84,40,36,82,20,82,77,paca,kings,blatchington,20,36,38,84,20,60.2,"c(-0.214501, 50.845255)",-0.214501,50.845255
BN4 2FU,83,41,61,84,41,38,83,21,82,77,paca,kings,blatchington,21,38,41,84,21,61.1,"c(-0.21592, 50.845277)",-0.21592,50.845277
BN4 2FW,87,46,65,91,47,43,86,29,89,84,paca,kings,blatchington,29,43,46,91,29,66.7,"c(-0.210207, 50.846089)",-0.210207,50.846089
BN4 2FX,87,46,65,91,47,43,86,29,89,84,paca,kings,blatchington,29,43,46,91,29,66.7,"c(-0.210207, 50.846089)",-0.210207,50.846089
BN4 2FY,82,34,44,84,39,36,82,18,79,76,paca,blatchington,kings,18,34,36,84,18,57.4,"c(-0.214466, 50.846154)",-0.214466,50.846154
BN4 2FZ,82,32,42,82,39,35,85,15,77,74,paca,blatchington,kings,15,32,35,85,15,56.3,"c(-0.215852, 50.847075)",-0.215852,50.847075
BN4 2GA,78,56,59,79,51,51,82,23,78,71,paca,hove_park,kings,23,51,51,82,23,62.8,"c(-0.218862, 50.842624)",-0.218862,50.842624
BN4 2GB,98,65,80,98,65,56,117,23,102,91,paca,kings,blatchington,23,56,65,117,23,79.5,"c(-0.216963, 50.855186)",-0.216963,50.855186
BN4 2GD,82,51,64,84,51,46,82,23,83,76,paca,kings,blatchington,23,46,51,84,23,64.2,"c(-0.217408, 50.843501)",-0.217408,50.843501
BN4 2GE,83,41,61,84,41,38,83,21,82,77,paca,kings,blatchington,21,38,41,84,21,61.1,"c(-0.21592, 50.845277)",-0.21592,50.845277
BN4 2GF,82,33,43,83,39,36,84,16,78,75,paca,blatchington,kings,16,33,36,84,16,56.9,"c(-0.215783, 50.848872)",-0.215783,50.848872
BN4 2GG,98,65,80,98,65,57,117,23,102,91,paca,kings,blatchington,23,57,65,117,23,79.6,"c(-0.221291, 50.853453)",-0.221291,50.853453
BN4 2GH,81,32,42,82,38,35,82,16,77,74,paca,blatchington,kings,16,32,35,82,16,55.9,"c(-0.214432, 50.847053)",-0.214432,50.847053
BN4 2GJ,81,32,42,82,37,34,82,16,77,74,paca,blatchington,kings,16,32,34,82,16,55.7,"c(-0.213047, 50.846133)",-0.213047,50.846133
BN4 2GL,81,32,42,82,37,34,82,16,77,74,paca,blatchington,kings,16,32,34,82,16,55.7,"c(-0.213047, 50.846133)",-0.213047,50.846133
BN4 2GN,81,32,42,82,38,35,82,16,77,74,paca,blatchington,kings,16,32,35,82,16,55.9,"c(-0.214432, 50.847053)",-0.214432,50.847053
BN4 2GP,81,32,42,82,37,34,82,16,77,74,paca,blatchington,kings,16,32,34,82,16,55.7,"c(-0.213047, 50.846133)",-0.213047,50.846133
BN4 2GQ,84,33,43,83,40,36,98,13,78,75,paca,blatchington,kings,13,33,36,98,13,58.3,"c(-0.217134, 50.850692)",-0.217134,50.850692
BN4 2GR,93,45,67,93,45,42,117,36,95,86,paca,kings,blatchington,36,42,45,117,36,71.9,"c(-0.212909, 50.849728)",-0.212909,50.849728
BN4 2GS,87,41,63,89,41,37,100,25,89,82,paca,kings,blatchington,25,37,41,100,25,65.4,"c(-0.212875, 50.850627)",-0.212875,50.850627
BN4 2GT,82,31,41,81,37,34,85,16,76,73,paca,blatchington,kings,16,31,34,85,16,55.6,"c(-0.212944, 50.848829)",-0.212944,50.848829
BN4 2GU,81,31,41,81,37,34,82,15,76,73,paca,blatchington,kings,15,31,34,82,15,55.1,"c(-0.213012, 50.847031)",-0.213012,50.847031
BN4 2GW,81,31,41,81,37,34,82,15,76,73,paca,blatchington,kings,15,31,34,82,15,55.1,"c(-0.213012, 50.847031)",-0.213012,50.847031
BN4 2GX,85,38,60,86,40,36,87,24,87,79,paca,kings,blatchington,24,36,38,87,24,62.2,"c(-0.211489, 50.849706)",-0.211489,50.849706
BN4 2GY,80,29,39,79,36,32,83,14,74,71,paca,blatchington,kings,14,29,32,83,14,53.7,"c(-0.212978, 50.84793)",-0.212978,50.84793
BN4 2GZ,82,31,41,81,37,34,85,16,76,73,paca,blatchington,kings,16,31,34,85,16,55.6,"c(-0.212944, 50.848829)",-0.212944,50.848829
BN4 2HA,78,55,59,79,51,50,82,22,78,71,paca,kings,hove_park,22,50,51,82,22,62.5,"c(-0.220248, 50.843545)",-0.220248,50.843545
BN4 2HB,82,63,64,84,55,55,82,18,83,76,paca,hove_park,kings,18,55,55,84,18,66.2,"c(-0.221599, 50.845364)",-0.221599,50.845363999999996
BN4 2HD,82,63,64,84,55,55,82,18,83,76,paca,hove_park,kings,18,55,55,84,18,66.2,"c(-0.221599, 50.845364)",-0.221599,50.845363999999996
BN4 2HE,80,56,62,81,53,54,82,19,80,73,paca,hove_park,kings,19,53,54,82,19,64,"c(-0.221633, 50.844465)",-0.221633,50.844465
BN4 2HF,81,63,61,81,52,56,82,12,79,73,paca,hove_park,kings,12,52,56,82,12,64,"c(-0.22295, 50.847183)",-0.22295,50.847183
BN4 2HG,81,55,61,81,52,54,82,14,79,73,paca,hove_park,kings,14,52,54,82,14,63.2,"c(-0.221531, 50.847161)",-0.221531,50.847161
BN4 2HH,92,67,73,91,65,58,98,14,91,91,paca,kings,hove_park,14,58,65,98,14,74,"c(-0.220042, 50.848937)",-0.220042,50.848937
BN4 2HJ,82,57,63,83,54,54,82,16,82,75,paca,hove_park,kings,16,54,54,83,16,64.8,"c(-0.221565, 50.846263)",-0.221565,50.846263
BN4 2HL,78,55,59,79,51,50,82,22,78,71,paca,kings,hove_park,22,50,51,82,22,62.5,"c(-0.220248, 50.843545)",-0.220248,50.843545
BN4 2HN,78,55,59,79,51,50,82,22,78,71,paca,kings,hove_park,22,50,51,82,22,62.5,"c(-0.220248, 50.843545)",-0.220248,50.843545
BN4 2HP,83,63,65,83,56,56,82,16,83,75,paca,hove_park,kings,16,56,56,83,16,66.2,"c(-0.221496, 50.84806)",-0.221496,50.84806
BN4 2HQ,84,51,65,87,51,46,83,18,85,80,paca,kings,blatchington,18,46,51,87,18,65,"c(-0.220111, 50.84714)",-0.220111,50.84714
BN4 2HR,89,64,70,88,62,55,86,11,88,88,paca,kings,hove_park,11,55,62,89,11,70.1,"c(-0.221428, 50.849858)",-0.221428,50.849858
BN4 2HS,90,65,71,89,63,60,98,7,89,89,paca,kings,hove_park,7,60,63,98,7,72.1,"c(-0.222848, 50.84988)",-0.222848,50.84988
BN4 2HT,82,32,42,82,39,35,85,15,77,74,paca,blatchington,kings,15,32,35,85,15,56.3,"c(-0.215852, 50.847075)",-0.215852,50.847075
BN4 2HU,81,32,42,82,37,34,82,16,77,74,paca,blatchington,kings,16,32,34,82,16,55.7,"c(-0.213047, 50.846133)",-0.213047,50.846133
BN4 2HW,83,56,64,84,54,51,83,18,83,77,paca,kings,hove_park,18,51,54,84,18,65.3,"c(-0.220145, 50.846241)",-0.220145,50.846241
BN4 2HX,80,29,39,79,36,32,83,14,74,71,paca,blatchington,kings,14,29,32,83,14,53.7,"c(-0.212978, 50.84793)",-0.212978,50.84793
BN4 2HY,82,31,41,81,37,34,85,16,76,73,paca,blatchington,kings,16,31,34,85,16,55.6,"c(-0.212944, 50.848829)",-0.212944,50.848829
BN4 2LA,77,55,57,79,49,50,81,23,77,71,paca,hove_park,kings,23,49,50,81,23,61.9,"c(-0.217477, 50.841704)",-0.217477,50.841704
BN4 2LB,81,52,58,80,47,47,82,23,82,72,paca,hove_park,kings,23,47,47,82,23,62.4,"c(-0.21758, 50.839007)",-0.21758,50.839007
BN4 2LD,75,52,55,78,47,47,81,23,75,70,paca,hove_park,kings,23,47,47,81,23,60.3,"c(-0.217545, 50.839906)",-0.217545,50.839906
BN4 2LE,81,55,61,82,50,50,82,23,82,74,paca,hove_park,kings,23,50,50,82,23,64,"c(-0.220316, 50.841747)",-0.220316,50.841747
BN4 2LF,81,55,61,82,50,50,82,23,82,74,paca,hove_park,kings,23,50,50,82,23,64,"c(-0.220316, 50.841747)",-0.220316,50.841747
BN4 2LG,78,55,58,79,50,54,82,21,78,71,paca,hove_park,kings,21,50,54,82,21,62.6,"c(-0.221702, 50.842667)",-0.221702,50.842667
BN4 2LH,78,55,58,79,50,54,82,21,78,71,paca,hove_park,kings,21,50,54,82,21,62.6,"c(-0.221702, 50.842667)",-0.221702,50.842667
BN4 2LJ,81,55,61,82,50,50,82,23,82,74,paca,hove_park,kings,23,50,50,82,23,64,"c(-0.221736, 50.841769)",-0.221736,50.841769
BN4 2LL,78,55,58,79,50,54,82,21,78,71,paca,hove_park,kings,21,50,54,82,21,62.6,"c(-0.221702, 50.842667)",-0.221702,50.842667
BN4 2LN,82,52,58,80,47,47,82,23,82,72,paca,hove_park,kings,23,47,47,82,23,62.5,"c(-0.221804, 50.839971)",-0.221804,50.839971
BN4 2LP,82,52,58,80,47,47,82,23,82,72,paca,hove_park,kings,23,47,47,82,23,62.5,"c(-0.221804, 50.839971)",-0.221804,50.839971
BN4 2LQ,81,52,58,79,47,46,81,23,82,71,paca,kings,hove_park,23,46,47,82,23,62,"c(-0.221838, 50.839072)",-0.221838,50.839072
BN4 2LR,82,64,63,84,54,56,82,23,83,76,paca,hove_park,kings,23,54,56,84,23,66.7,"c(-0.223155, 50.84179)",-0.223155,50.84179
BN4 2LS,82,53,59,81,48,48,82,23,83,73,paca,hove_park,kings,23,48,48,83,23,63.2,"c(-0.221787, 50.84042)",-0.221787,50.84042
BN4 2LT,82,54,60,82,49,49,82,23,83,74,paca,hove_park,kings,23,49,49,83,23,63.8,"c(-0.222196, 50.840876)",-0.222196,50.840876
BN4 2LU,83,54,60,82,49,49,82,23,83,74,paca,hove_park,kings,23,49,49,83,23,63.9,"c(-0.223189, 50.840891)",-0.223189,50.840891
