pcds,oa21,pcd,pcd2,lsoa21,msoa21,oseast1m,osnrth1m,household_count,person_count,pcd_oa_hh_prop,pcd_oa_pers_prop,total_hh,married_couple_dependent_ch,cohabiting_couple_dependent_ch,lone_parent_dependent_ch,other_hh_dependent_ch,all_dependent_ch_hh,prop_hh_dependent_ch,x2021_output_area,total_dep_ch_0_18,asian_dep_ch_0_18,black_dep_ch_0_18,mixed_dep_ch_0_18,white_dep_ch_0_18,other_dep_ch_0_18,non_white_dep_ch_0_18,pcd_dep_ch_hh_count,pcd_dep_ch_hh_count_round,pcd_dep_ch_0_18_total_count,pcd_dep_ch_0_18_white_count,pcd_dep_ch_0_18_non_white_count,postcode_status,lsoa_code,lsoa_name,index_of_multiple_deprivation_rank,index_of_multiple_deprivation_decile,income_rank,income_decile,income_score,employment_rank,employment_decile,employment_score,education_and_skills_rank,education_and_skills_decile,health_and_disability_rank,health_and_disability_decile,crime_rank,crime_decile,barriers_to_housing_services_rank,barriers_to_housing_services_decile,living_environment_rank,living_environment_decile,idaci_rank,idaci_decile,idaci_score,idaopi_rank,idaopi_decile,idaopi_score,geometry,catchment_2024,catchment_2026
BN3 5AJ,E00085785,BN3 5AJ,BN3  5AJ,E01016990,E02003506,528359,0105598,28,68,0.24778761061946902,0.3177570093457944,115,5,6,5,1,17,0.147826087,E00085785,31,7,2,0,20,2,11,4.212389380530974,4,10,6,3,Live,E01016990,Brighton and Hove 016B E01016990,18016,6,17084,6,0.095,15361,5,0.084,24517,8,11946,4,21816,7,16219,5,10178,4,24991,8,0.064,8272,3,0.226,"c(-0.178522987916087, 50.8356879949088)",HoveBlatchington,HoveBlatchington
BN3 5AT,E00085825,BN3 5AT,BN3  5AT,E01016996,E02003506,527576,0105405,11,28,0.06626506024096386,0.06526806526806526,169,33,10,21,4,68,0.402366864,E00085825,113,9,3,0,99,2,14,4.506024096385542,5,7,6,1,Live,E01016996,Brighton and Hove 016D E01016996,19177,6,17828,6,0.09,16785,6,0.078,24394,8,19630,6,22269,7,23672,8,4148,2,21356,7,0.086,14667,5,0.145,"c(-0.189702987921662, 50.8341259949073)",HoveBlatchington,HoveBlatchington
BN3 5AX,E00085789,BN3 5AX,BN3  5AX,E01016991,E02003506,528311,0105433,5,17,0.0364963503649635,0.05214723926380368,140,25,7,14,3,49,0.35,E00085789,73,0,0,1,69,3,4,1.7883211678832116,2,4,4,0,Live,E01016991,Brighton and Hove 016C E01016991,16137,5,14253,5,0.115,15489,5,0.084,24365,8,10186,4,22760,7,18375,6,6128,2,19221,6,0.102,9250,3,0.211,"c(-0.179261987917281, 50.8342159949077)",HoveBlatchington,HoveBlatchington
BN3 5AY,E00085787,BN3 5AY,BN3  5AY,E01016990,E02003506,528313,0105452,5,9,0.037037037037037035,0.028662420382165606,136,27,4,6,2,39,0.286764706,E00085787,60,1,0,5,54,0,6,1.4444444444444444,1,2,2,0,Live,E01016990,Brighton and Hove 016B E01016990,18016,6,17084,6,0.095,15361,5,0.084,24517,8,11946,4,21816,7,16219,5,10178,4,24991,8,0.064,8272,3,0.226,"c(-0.179226987917164, 50.8343859949079)",HoveBlatchington,HoveBlatchington
BN3 5BA,E00085783,BN3 5BA,BN3  5BA,E01016990,E02003506,528374,0105443,30,67,0.2222222222222222,0.2161290322580645,134,27,6,16,3,52,0.388059701,E00085783,72,1,0,1,70,0,2,11.555555555555555,12,16,15,0,Live,E01016990,Brighton and Hove 016B E01016990,18016,6,17084,6,0.095,15361,5,0.084,24517,8,11946,4,21816,7,16219,5,10178,4,24991,8,0.064,8272,3,0.226,"c(-0.178363987916865, 50.8342919949078)",HoveBlatchington,HoveBlatchington
BN3 5BB,E00085787,BN3 5BB,BN3  5BB,E01016990,E02003506,528264,0105488,45,110,0.3333333333333333,0.3503184713375796,136,27,4,6,2,39,0.286764706,E00085787,60,1,0,5,54,0,6,13,13,21,19,2,Live,E01016990,Brighton and Hove 016B E01016990,18016,6,17084,6,0.095,15361,5,0.084,24517,8,11946,4,21816,7,16219,5,10178,4,24991,8,0.064,8272,3,0.226,"c(-0.179908987917246, 50.8347199949081)",HoveBlatchington,HoveBlatchington
BN3 5BD,E00085784,BN3 5BD,BN3  5BD,E01016991,E02003506,528100,0105466,72,132,0.5255474452554745,0.4981132075471698,130,13,6,12,0,31,0.238461538,E00085784,47,0,0,1,44,2,3,16.29197080291971,16,23,22,1,Live,E01016991,Brighton and Hove 016C E01016991,16137,5,14253,5,0.115,15489,5,0.084,24365,8,10186,4,22760,7,18375,6,6128,2,19221,6,0.102,9250,3,0.211,"c(-0.182244987918311, 50.8345589949079)",HoveBlatchington,HoveBlatchington
BN3 5BE,E00085789,BN3 5BE,BN3  5BE,E01016991,E02003506,528253,0105412,43,97,0.31386861313868614,0.29754601226993865,140,25,7,14,3,49,0.35,E00085789,73,0,0,1,69,3,4,15.379562043795621,15,22,21,1,Live,E01016991,Brighton and Hove 016C E01016991,16137,5,14253,5,0.115,15489,5,0.084,24365,8,10186,4,22760,7,18375,6,6128,2,19221,6,0.102,9250,3,0.211,"c(-0.180091987917733, 50.8340399949076)",HoveBlatchington,HoveBlatchington
BN3 5BF,E00085789,BN3 5BF,BN3  5BF,E01016991,E02003506,528372,0105395,33,86,0.24087591240875914,0.26380368098159507,140,25,7,14,3,49,0.35,E00085789,73,0,0,1,69,3,4,11.802919708029197,12,19,18,1,Live,E01016991,Brighton and Hove 016C E01016991,16137,5,14253,5,0.115,15489,5,0.084,24365,8,10186,4,22760,7,18375,6,6128,2,19221,6,0.102,9250,3,0.211,"c(-0.178408987917142, 50.8338609949075)",HoveBlatchington,HoveBlatchington
BN3 5BG,E00085791,BN3 5BG,BN3  5BG,E01016991,E02003506,528374,0105344,54,111,0.421875,0.46443514644351463,126,8,5,9,1,23,0.182539683,E00085791,33,0,0,4,29,0,4,9.703125,10,15,13,2,Live,E01016991,Brighton and Hove 016C E01016991,16137,5,14253,5,0.115,15489,5,0.084,24365,8,10186,4,22760,7,18375,6,6128,2,19221,6,0.102,9250,3,0.211,"c(-0.178398987917417, 50.8334019949072)",HoveBlatchington,HoveBlatchington
BN3 5BH,E00085789,BN3 5BH,BN3  5BH,E01016991,E02003506,528246,0105363,56,126,0.40875912408759124,0.38650306748466257,140,25,7,14,3,49,0.35,E00085789,73,0,0,1,69,3,4,20.029197080291972,20,28,27,2,Live,E01016991,Brighton and Hove 016C E01016991,16137,5,14253,5,0.115,15489,5,0.084,24365,8,10186,4,22760,7,18375,6,6128,2,19221,6,0.102,9250,3,0.211,"c(-0.180208987918046, 50.8336009949073)",HoveBlatchington,HoveBlatchington
BN3 5BJ,E00085790,BN3 5BJ,BN3  5BJ,E01016991,E02003506,528096,0105416,37,84,0.2740740740740741,0.267515923566879,140,23,11,9,4,47,0.335714286,E00085790,74,2,4,2,63,3,11,12.881481481481481,13,20,17,3,Live,E01016991,Brighton and Hove 016C E01016991,16137,5,14253,5,0.115,15489,5,0.084,24365,8,10186,4,22760,7,18375,6,6128,2,19221,6,0.102,9250,3,0.211,"c(-0.18231898791861, 50.8341099949076)",HoveBlatchington,HoveBlatchington
BN3 5BL,E00085773,BN3 5BL,BN3  5BL,E01016991,E02003506,528078,0105342,36,87,0.27906976744186046,0.257396449704142,129,24,10,9,5,48,0.372093023,E00085773,85,4,2,7,71,1,14,13.395348837209301,13,22,18,4,Live,E01016991,Brighton and Hove 016C E01016991,16137,5,14253,5,0.115,15489,5,0.084,24365,8,10186,4,22760,7,18375,6,6128,2,19221,6,0.102,9250,3,0.211,"c(-0.182572987919119, 50.8334429949071)",HoveBlatchington,HoveBlatchington
BN3 5BN,E00085790,BN3 5BN,BN3  5BN,E01016991,E02003506,528247,0105341,57,131,0.4222222222222222,0.4171974522292994,140,23,11,9,4,47,0.335714286,E00085790,74,2,4,2,63,3,11,19.844444444444445,20,31,26,5,Live,E01016991,Brighton and Hove 016C E01016991,16137,5,14253,5,0.115,15489,5,0.084,24365,8,10186,4,22760,7,18375,6,6128,2,19221,6,0.102,9250,3,0.211,"c(-0.180201987918162, 50.8334029949071)",HoveBlatchington,HoveBlatchington
BN3 5BP,E00085796,BN3 5BP,BN3  5BP,E01016991,E02003506,528371,0105324,56,109,0.49122807017543857,0.40370370370370373,114,5,9,10,0,24,0.210526316,E00085796,28,1,0,0,27,0,1,11.789473684210526,12,11,11,0,Live,E01016991,Brighton and Hove 016C E01016991,16137,5,14253,5,0.115,15489,5,0.084,24365,8,10186,4,22760,7,18375,6,6128,2,19221,6,0.102,9250,3,0.211,"c(-0.178447987917544, 50.8332229949071)",HoveBlatchington,HoveBlatchington
BN3 5BQ,E00085784,BN3 5BQ,BN3  5BQ,E01016991,E02003506,528128,0105487,9,17,0.06569343065693431,0.06415094339622641,130,13,6,12,0,31,0.238461538,E00085784,47,0,0,1,44,2,3,2.036496350364964,2,3,3,0,Live,E01016991,Brighton and Hove 016C E01016991,16137,5,14253,5,0.115,15489,5,0.084,24365,8,10186,4,22760,7,18375,6,6128,2,19221,6,0.102,9250,3,0.211,"c(-0.181839987918031, 50.834740994908)",HoveBlatchington,HoveBlatchington
BN3 5BT,E00085783,BN3 5BT,BN3  5BT,E01016990,E02003506,528420,0105439,13,24,0.0962962962962963,0.07741935483870968,134,27,6,16,3,52,0.388059701,E00085783,72,1,0,1,70,0,2,5.007407407407407,5,6,5,0,Live,E01016990,Brighton and Hove 016B E01016990,18016,6,17084,6,0.095,15361,5,0.084,24517,8,11946,4,21816,7,16219,5,10178,4,24991,8,0.064,8272,3,0.226,"c(-0.177711987916622, 50.8342449949078)",HoveBlatchington,HoveBlatchington
BN3 5BU,E00085791,BN3 5BU,BN3  5BU,E01016991,E02003506,528427,0105418,12,20,0.09375,0.08368200836820083,126,8,5,9,1,23,0.182539683,E00085791,33,0,0,4,29,0,4,2.15625,2,3,2,0,Live,E01016991,Brighton and Hove 016C E01016991,16137,5,14253,5,0.115,15489,5,0.084,24365,8,10186,4,22760,7,18375,6,6128,2,19221,6,0.102,9250,3,0.211,"c(-0.177619987916699, 50.8340549949077)",HoveBlatchington,HoveBlatchington
BN3 5DA,E00085775,BN3 5DA,BN3  5DA,E01016988,E02003518,528266,0104947,29,81,0.19863013698630136,0.26732673267326734,145,16,3,6,1,26,0.179310345,E00085775,53,6,0,0,42,5,11,5.164383561643835,5,14,11,3,Live,E01016988,Brighton and Hove 028E E01016988,13629,5,12705,4,0.128,9792,3,0.119,27201,9,10243,4,21315,7,11482,4,8698,3,23959,8,0.07,7628,3,0.238,"c(-0.180069987920248, 50.8298569949047)",HoveBlatchington,HoveBlatchington
BN3 5DB,E00085798,BN3 5DB,BN3  5DB,E01016988,E02003518,528282,0105109,34,106,0.2764227642276423,0.375886524822695,124,17,7,3,2,29,0.233870968,E00085798,49,2,0,0,47,0,2,8.016260162601625,8,18,18,1,Live,E01016988,Brighton and Hove 028E E01016988,13629,5,12705,4,0.128,9792,3,0.119,27201,9,10243,4,21315,7,11482,4,8698,3,23959,8,0.07,7628,3,0.238,"c(-0.179786987919254, 50.8313099949057)",HoveBlatchington,HoveBlatchington
BN3 5DD,E00085798,BN3 5DD,BN3  5DD,E01016988,E02003518,528224,0105137,18,47,0.14634146341463414,0.16666666666666666,124,17,7,3,2,29,0.233870968,E00085798,49,2,0,0,47,0,2,4.24390243902439,4,8,8,0,Live,E01016988,Brighton and Hove 028E E01016988,13629,5,12705,4,0.128,9792,3,0.119,27201,9,10243,4,21315,7,11482,4,8698,3,23959,8,0.07,7628,3,0.238,"c(-0.180599987919431, 50.8315739949058)",HoveBlatchington,HoveBlatchington
BN3 5DE,E00085775,BN3 5DE,BN3  5DE,E01016988,E02003518,528341,0105021,20,73,0.136986301369863,0.24092409240924093,145,16,3,6,1,26,0.179310345,E00085775,53,6,0,0,42,5,11,3.5616438356164384,4,13,10,3,Live,E01016988,Brighton and Hove 028E E01016988,13629,5,12705,4,0.128,9792,3,0.119,27201,9,10243,4,21315,7,11482,4,8698,3,23959,8,0.07,7628,3,0.238,"c(-0.178951987919396, 50.8304999949052)",HoveBlatchington,HoveBlatchington
BN3 5DF,E00085793,BN3 5DF,BN3  5DF,E01016988,E02003518,528184,0105159,44,105,0.33587786259541985,0.3888888888888889,131,15,7,4,3,29,0.221374046,E00085793,39,3,0,4,30,2,9,9.740458015267176,10,15,12,4,Live,E01016988,Brighton and Hove 028E E01016988,13629,5,12705,4,0.128,9792,3,0.119,27201,9,10243,4,21315,7,11482,4,8698,3,23959,8,0.07,7628,3,0.238,"c(-0.181159987919537, 50.831780994906)",HoveBlatchington,HoveBlatchington
BN3 5DG,E00085798,BN3 5DG,BN3  5DG,E01016988,E02003518,528244,0105049,19,51,0.15447154471544716,0.18085106382978725,124,17,7,3,2,29,0.233870968,E00085798,49,2,0,0,47,0,2,4.479674796747967,4,9,8,0,Live,E01016988,Brighton and Hove 028E E01016988,13629,5,12705,4,0.128,9792,3,0.119,27201,9,10243,4,21315,7,11482,4,8698,3,23959,8,0.07,7628,3,0.238,"c(-0.180346987919806, 50.8307789949053)",HoveBlatchington,HoveBlatchington
BN3 5DH,E00085793,BN3 5DH,BN3  5DH,E01016988,E02003518,528366,0105178,26,54,0.1984732824427481,0.2,131,15,7,4,3,29,0.221374046,E00085793,39,3,0,4,30,2,9,5.755725190839694,6,8,6,2,Live,E01016988,Brighton and Hove 028E E01016988,13629,5,12705,4,0.128,9792,3,0.119,27201,9,10243,4,21315,7,11482,4,8698,3,23959,8,0.07,7628,3,0.238,"c(-0.178569987918387, 50.8319109949062)",HoveBlatchington,HoveBlatchington
BN3 5DJ,E00085796,BN3 5DJ,BN3  5DJ,E01016991,E02003506,528359,0105227,41,77,0.35964912280701755,0.2851851851851852,114,5,9,10,0,24,0.210526316,E00085796,28,1,0,0,27,0,1,8.631578947368421,9,8,8,0,Live,E01016991,Brighton and Hove 016C E01016991,16137,5,14253,5,0.115,15489,5,0.084,24365,8,10186,4,22760,7,18375,6,6128,2,19221,6,0.102,9250,3,0.211,"c(-0.17853998791812, 50.8323339949065)",HoveBlatchington,HoveBlatchington
BN3 5DL,E00085793,BN3 5DL,BN3  5DL,E01016988,E02003518,528210,0105248,34,68,0.2595419847328244,0.2518518518518518,131,15,7,4,3,29,0.221374046,E00085793,39,3,0,4,30,2,9,7.526717557251908,8,10,8,2,Live,E01016988,Brighton and Hove 028E E01016988,13629,5,12705,4,0.128,9792,3,0.119,27201,9,10243,4,21315,7,11482,4,8698,3,23959,8,0.07,7628,3,0.238,"c(-0.180759987918891, 50.8325749949066)",HoveBlatchington,HoveBlatchington
BN3 5DN,E00085773,BN3 5DN,BN3  5DN,E01016991,E02003506,528062,0105272,27,69,0.20930232558139536,0.20414201183431951,129,24,10,9,5,48,0.372093023,E00085773,85,4,2,7,71,1,14,10.046511627906977,10,17,14,3,Live,E01016991,Brighton and Hove 016C E01016991,16137,5,14253,5,0.115,15489,5,0.084,24365,8,10186,4,22760,7,18375,6,6128,2,19221,6,0.102,9250,3,0.211,"c(-0.182823987919602, 50.8328169949066)",HoveBlatchington,HoveBlatchington
BN3 5DP,E00085773,BN3 5DP,BN3  5DP,E01016991,E02003506,528079,0105311,23,70,0.17829457364341086,0.20710059171597633,129,24,10,9,5,48,0.372093023,E00085773,85,4,2,7,71,1,14,8.558139534883722,9,18,15,3,Live,E01016991,Brighton and Hove 016C E01016991,16137,5,14253,5,0.115,15489,5,0.084,24365,8,10186,4,22760,7,18375,6,6128,2,19221,6,0.102,9250,3,0.211,"c(-0.182596987919293, 50.8331699949069)",HoveBlatchington,HoveBlatchington
BN3 5DQ,E00085793,BN3 5DQ,BN3  5DQ,E01016988,E02003518,528245,0105283,27,43,0.20610687022900764,0.15925925925925927,131,15,7,4,3,29,0.221374046,E00085793,39,3,0,4,30,2,9,5.977099236641221,6,6,5,1,Live,E01016988,Brighton and Hove 028E E01016988,13629,5,12705,4,0.128,9792,3,0.119,27201,9,10243,4,21315,7,11482,4,8698,3,23959,8,0.07,7628,3,0.238,"c(-0.180222987918489, 50.8328759949068)",HoveBlatchington,HoveBlatchington
BN3 5DR,E00085796,BN3 5DR,BN3  5DR,E01016991,E02003506,528385,0105262,17,84,0.14912280701754385,0.3111111111111111,114,5,9,10,0,24,0.210526316,E00085796,28,1,0,0,27,0,1,3.578947368421052,4,9,8,0,Live,E01016991,Brighton and Hove 016C E01016991,16137,5,14253,5,0.115,15489,5,0.084,24365,8,10186,4,22760,7,18375,6,6128,2,19221,6,0.102,9250,3,0.211,"c(-0.178270987917809, 50.8326619949067)",HoveBlatchington,HoveBlatchington
BN3 5DY,E00085800,BN3 5DY,BN3  5DY,E01016988,E02003518,528153,0104987,10,28,0.09174311926605505,0.14,109,12,6,5,0,23,0.211009174,E00085800,30,0,0,1,26,3,4,2.1100917431192663,2,4,4,1,Live,E01016988,Brighton and Hove 028E E01016988,13629,5,12705,4,0.128,9792,3,0.119,27201,9,10243,4,21315,7,11482,4,8698,3,23959,8,0.07,7628,3,0.238,"c(-0.181659987920673, 50.8302419949049)",HoveBlatchington,HoveBlatchington
BN3 5EW,E00085811,BN3 5EW,BN3  5EW,E01016996,E02003506,527929,0105658,9,28,0.06040268456375839,0.0707070707070707,134,42,12,13,4,71,0.529850746,E00085811,108,2,4,3,88,11,20,4.2885906040268456,4,8,6,1,Live,E01016996,Brighton and Hove 016D E01016996,19177,6,17828,6,0.09,16785,6,0.078,24394,8,19630,6,22269,7,23672,8,4148,2,21356,7,0.086,14667,5,0.145,"c(-0.184604987918224, 50.836321994909)",HoveBlatchington,HoveBlatchington
BN3 5EX,E00085786,BN3 5EX,BN3  5EX,E01016990,E02003506,528039,0105654,5,10,0.03816793893129771,0.040160642570281124,135,10,8,15,0,33,0.244444444,E00085786,44,2,1,5,36,0,8,1.2595419847328244,1,2,1,0,Live,E01016990,Brighton and Hove 016B E01016990,18016,6,17084,6,0.095,15361,5,0.084,24517,8,11946,4,21816,7,16219,5,10178,4,24991,8,0.064,8272,3,0.226,"c(-0.183044987917613, 50.836261994909)",HoveBlatchington,HoveBlatchington
BN3 5EY,E00085786,BN3 5EY,BN3  5EY,E01016990,E02003506,528214,0105613,23,48,0.17557251908396945,0.1927710843373494,135,10,8,15,0,33,0.244444444,E00085786,44,2,1,5,36,0,8,5.793893129770992,6,8,7,2,Live,E01016990,Brighton and Hove 016B E01016990,18016,6,17084,6,0.095,15361,5,0.084,24517,8,11946,4,21816,7,16219,5,10178,4,24991,8,0.064,8272,3,0.226,"c(-0.180574987916836, 50.8358549949088)",HoveBlatchington,HoveBlatchington
BN3 5EZ,E00085786,BN3 5EZ,BN3  5EZ,E01016990,E02003506,528137,0105624,38,78,0.2900763358778626,0.3132530120481928,135,10,8,15,0,33,0.244444444,E00085786,44,2,1,5,36,0,8,9.572519083969466,10,14,11,3,Live,E01016990,Brighton and Hove 016B E01016990,18016,6,17084,6,0.095,15361,5,0.084,24517,8,11946,4,21816,7,16219,5,10178,4,24991,8,0.064,8272,3,0.226,"c(-0.181664987917218, 50.8359709949089)",HoveBlatchington,HoveBlatchington
BN3 5FA,E00085790,BN3 5FA,BN3  5FA,E01016991,E02003506,528145,0105376,41,99,0.3037037037037037,0.31528662420382164,140,23,11,9,4,47,0.335714286,E00085790,74,2,4,2,63,3,11,14.274074074074074,14,23,20,3,Live,E01016991,Brighton and Hove 016C E01016991,16137,5,14253,5,0.115,15489,5,0.084,24365,8,10186,4,22760,7,18375,6,6128,2,19221,6,0.102,9250,3,0.211,"c(-0.181609987918545, 50.8337339949073)",HoveBlatchington,HoveBlatchington
BN3 5FB,E00085786,BN3 5FB,BN3  5FB,E01016990,E02003506,528195,0105516,65,113,0.4961832061068702,0.4538152610441767,135,10,8,15,0,33,0.244444444,E00085786,44,2,1,5,36,0,8,16.374045801526716,16,20,16,4,Live,E01016990,Brighton and Hove 016B E01016990,18016,6,17084,6,0.095,15361,5,0.084,24517,8,11946,4,21816,7,16219,5,10178,4,24991,8,0.064,8272,3,0.226,"c(-0.180878987917486, 50.8349869949082)",HoveBlatchington,HoveBlatchington
BN3 5FD,E00085784,BN3 5FD,BN3  5FD,E01016991,E02003506,528112,0105596,22,42,0.16058394160583941,0.15849056603773584,130,13,6,12,0,31,0.238461538,E00085784,47,0,0,1,44,2,3,4.978102189781022,5,7,7,0,Live,E01016991,Brighton and Hove 016C E01016991,16137,5,14253,5,0.115,15489,5,0.084,24365,8,10186,4,22760,7,18375,6,6128,2,19221,6,0.102,9250,3,0.211,"c(-0.182028987917516, 50.8357249949087)",HoveBlatchington,HoveBlatchington
BN3 5FE,E00085782,BN3 5FE,BN3  5FE,E01016990,E02003506,528031,0105551,49,111,0.45794392523364486,0.444,124,31,4,5,2,42,0.338709677,E00085782,70,3,2,2,63,0,7,19.233644859813083,19,31,28,3,Live,E01016990,Brighton and Hove 016B E01016990,18016,6,17084,6,0.095,15361,5,0.084,24517,8,11946,4,21816,7,16219,5,10178,4,24991,8,0.064,8272,3,0.226,"c(-0.183194987918234, 50.8353379949084)",HoveBlatchington,HoveBlatchington
BN3 5FF,E00085773,BN3 5FF,BN3  5FF,E01016991,E02003506,528002,0105400,43,112,0.3333333333333333,0.33136094674556216,129,24,10,9,5,48,0.372093023,E00085773,85,4,2,7,71,1,14,16,16,28,24,5,Live,E01016991,Brighton and Hove 016C E01016991,16137,5,14253,5,0.115,15489,5,0.084,24365,8,10186,4,22760,7,18375,6,6128,2,19221,6,0.102,9250,3,0.211,"c(-0.183658987919239, 50.8339869949074)",HoveBlatchington,HoveBlatchington
BN3 5FG,E00085782,BN3 5FG,BN3  5FG,E01016990,E02003506,528014,0105641,33,89,0.308411214953271,0.356,124,31,4,5,2,42,0.338709677,E00085782,70,3,2,2,63,0,7,12.953271028037383,13,25,22,2,Live,E01016990,Brighton and Hove 016B E01016990,18016,6,17084,6,0.095,15361,5,0.084,24517,8,11946,4,21816,7,16219,5,10178,4,24991,8,0.064,8272,3,0.226,"c(-0.183403987917829, 50.836150994909)",HoveBlatchington,HoveBlatchington
BN3 5FH,E00085811,BN3 5FH,BN3  5FH,E01016996,E02003506,527923,0105569,50,125,0.33557046979865773,0.31565656565656564,134,42,12,13,4,71,0.529850746,E00085811,108,2,4,3,88,11,20,23.8255033557047,24,34,28,6,Live,E01016996,Brighton and Hove 016D E01016996,19177,6,17828,6,0.09,16785,6,0.078,24394,8,19630,6,22269,7,23672,8,4148,2,21356,7,0.086,14667,5,0.145,"c(-0.184720987918754, 50.8355239949085)",HoveBlatchington,HoveBlatchington
BN3 5FJ,E00085788,BN3 5FJ,BN3  5FJ,E01016990,E02003506,527926,0105403,28,80,0.21875,0.24390243902439024,116,33,8,12,0,53,0.456896552,E00085788,91,1,0,5,80,5,11,11.59375,12,22,20,3,Live,E01016990,Brighton and Hove 016B E01016990,18016,6,17084,6,0.095,15361,5,0.084,24517,8,11946,4,21816,7,16219,5,10178,4,24991,8,0.064,8272,3,0.226,"c(-0.184735987919661, 50.8340309949074)",HoveBlatchington,HoveBlatchington
BN3 5FL,E00085782,BN3 5FL,BN3  5FL,E01016990,E02003506,527998,0105588,25,50,0.2336448598130841,0.2,124,31,4,5,2,42,0.338709677,E00085782,70,3,2,2,63,0,7,9.813084112149532,10,14,13,1,Live,E01016990,Brighton and Hove 016B E01016990,18016,6,17084,6,0.095,15361,5,0.084,24517,8,11946,4,21816,7,16219,5,10178,4,24991,8,0.064,8272,3,0.226,"c(-0.183649987918216, 50.8356779949086)",HoveBlatchington,HoveBlatchington
BN3 5FN,E00085788,BN3 5FN,BN3  5FN,E01016990,E02003506,527976,0105513,28,69,0.21875,0.21036585365853658,116,33,8,12,0,53,0.456896552,E00085788,91,1,0,5,80,5,11,11.59375,12,19,17,2,Live,E01016990,Brighton and Hove 016B E01016990,18016,6,17084,6,0.095,15361,5,0.084,24517,8,11946,4,21816,7,16219,5,10178,4,24991,8,0.064,8272,3,0.226,"c(-0.18398798791876, 50.8350089949082)",HoveBlatchington,HoveBlatchington
BN3 5FP,E00085788,BN3 5FP,BN3  5FP,E01016990,E02003506,527972,0105488,16,32,0.125,0.0975609756097561,116,33,8,12,0,53,0.456896552,E00085788,91,1,0,5,80,5,11,6.625,7,9,8,1,Live,E01016990,Brighton and Hove 016B E01016990,18016,6,17084,6,0.095,15361,5,0.084,24517,8,11946,4,21816,7,16219,5,10178,4,24991,8,0.064,8272,3,0.226,"c(-0.184053987918922, 50.834784994908)",HoveBlatchington,HoveBlatchington
BN3 5FQ,E00085788,BN3 5FQ,BN3  5FQ,E01016990,E02003506,527980,0105394,56,147,0.4375,0.4481707317073171,116,33,8,12,0,53,0.456896552,E00085788,91,1,0,5,80,5,11,23.1875,23,41,36,5,Live,E01016990,Brighton and Hove 016B E01016990,18016,6,17084,6,0.095,15361,5,0.084,24517,8,11946,4,21816,7,16219,5,10178,4,24991,8,0.064,8272,3,0.226,"c(-0.183944987919392, 50.8339319949074)",HoveBlatchington,HoveBlatchington
BN3 5FR,E00085825,BN3 5FR,BN3  5FR,E01016996,E02003506,527853,0105392,11,32,0.06626506024096386,0.07459207459207459,169,33,10,21,4,68,0.402366864,E00085825,113,9,3,0,99,2,14,4.506024096385542,5,8,7,1,Live,E01016996,Brighton and Hove 016D E01016996,19177,6,17828,6,0.09,16785,6,0.078,24394,8,19630,6,22269,7,23672,8,4148,2,21356,7,0.086,14667,5,0.145,"c(-0.185775987920142, 50.8339479949073)",HoveBlatchington,HoveBlatchington
BN3 5FS,E00085808,BN3 5FS,BN3  5FS,E01016996,E02003506,527681,0105449,28,70,0.175,0.16990291262135923,160,38,9,16,6,69,0.43125,E00085808,114,6,1,6,99,2,15,12.075,12,19,17,3,Live,E01016996,Brighton and Hove 016D E01016996,19177,6,17828,6,0.09,16785,6,0.078,24394,8,19630,6,22269,7,23672,8,4148,2,21356,7,0.086,14667,5,0.145,"c(-0.188169987920806, 50.8344919949076)",HoveBlatchington,HoveBlatchington
BN3 5FT,E00085825,BN3 5FT,BN3  5FT,E01016996,E02003506,527675,0105416,30,91,0.18072289156626506,0.21212121212121213,169,33,10,21,4,68,0.402366864,E00085825,113,9,3,0,99,2,14,12.289156626506024,12,24,21,3,Live,E01016996,Brighton and Hove 016D E01016996,19177,6,17828,6,0.09,16785,6,0.078,24394,8,19630,6,22269,7,23672,8,4148,2,21356,7,0.086,14667,5,0.145,"c(-0.188293987921031, 50.8342029949074)",HoveBlatchington,HoveBlatchington
BN3 5GD,E00085794,BN3 5GD,BN3  5GD,E01016987,E02003513,527932,0105347,1,1,0.01,0.003968253968253968,115,15,7,5,5,32,0.27826087,E00085794,64,2,0,2,45,15,19,0.32,0,0,0,0,Live,E01016987,Brighton and Hove 023A E01016987,21611,7,20006,7,0.078,19418,6,0.068,28550,9,18672,6,22796,7,19790,7,6628,3,22824,7,0.077,15778,5,0.133,"c(-0.184670987919938, 50.8335259949071)",HoveBlatchington,HoveBlatchington
BN3 5HA,E00085811,BN3 5HA,BN3  5HA,E01016996,E02003506,527897,0105564,54,145,0.3624161073825503,0.3661616161616162,134,42,12,13,4,71,0.529850746,E00085811,108,2,4,3,88,11,20,25.731543624161073,26,40,32,7,Live,E01016996,Brighton and Hove 016D E01016996,19177,6,17828,6,0.09,16785,6,0.078,24394,8,19630,6,22269,7,23672,8,4148,2,21356,7,0.086,14667,5,0.145,"c(-0.185091987918931, 50.8354849949084)",HoveBlatchington,HoveBlatchington
